,Brand,Model,Variant,Year,driven kilometers,fuel,Transmission,number of owners,location,Price
0,Ford,Figo,2010-2012 Diesel ZXI,2010,"90,000 km",Diesel,Manual,2nd,"Ram Krishna Nagar, Vijayawada, Andhra Pradesh","₹ 2,15,000"
1,Ford,Ecosport,1.5 Petrol Ambiente,2015,"38,000 km",Petrol,Manual,1st,"Phule Nagar, Pune, Maharashtra","₹ 5,75,000"
2,Maruti Suzuki,Wagon R,2006-2010 VXI Minor,2009,"58,720 km",Petrol,Manual,1st,"Manuti, Thrissur, Kerala","₹ 2,45,000"
3,Hyundai,Fluidic Verna,1.6 CRDi SX,2018,"55,000 km",Diesel,Manual,1st,"Usmanpura, Ahmedabad, Gujarat","₹ 9,49,999"
4,Maruti Suzuki,Swift Dzire,VXI,2015,"57,091 km",Petrol,Manual,2nd,"Ezhamkulam, Adoor, Kerala","₹ 4,95,000"
5,Maruti Suzuki,Alto,LXi,2009,"52,000 km",Petrol,Manual,1st,"Hazratganj, Lucknow, Uttar Pradesh","₹ 1,35,000"
6,Maruti Suzuki,Swift,VVT VXI,2018,"17,000 km",Petrol,Manual,1st,"Kalyan, Thane, Maharashtra","₹ 6,35,000"
7,Volkswagen,Polo,GT TDI Sport Edition,2017,"83,231 km",Diesel,Manual,1st,"Uppal, Hyderabad, Telangana","₹ 7,80,000"
8,Hyundai,EON,1.0 Kappa Magna + (O),2014,"165,000 km",Petrol,Manual,2nd,"Belthangadi, Beltangadi, Karnataka","₹ 2,10,000"
9,Hyundai,Getz,GLS,2007,"78,000 km",Petrol,Manual,1st,"Jagatpur, Ahmedabad, Gujarat","₹ 1,45,000"
10,Hyundai,Grand i10,2016-2017 Magna,2017,"70,000 km",Petrol,Manual,1st,"Sultanpet, Palakkad, Kerala","₹ 3,75,000"
11,Mahindra,Scorpio,2002-2013 LX,2011,"85,320 km",Diesel,Manual,1st,"Navrangpura, Ahmedabad, Gujarat","₹ 3,70,000"
12,Hyundai,Elantra,2012-2015 CRDi S,2012,"49,351 km",Diesel,Manual,2nd,"HRBR Layout, Bengaluru, Karnataka","₹ 7,60,000"
13,Toyota,Yaris,VX CVT,2018,"55,000 km",Petrol,Automatic,1st,"Ernakulam, Kochi, Kerala","₹ 10,50,000"
14,Land Rover,Discovery Sport,TD4 HSE Luxury,2020,"20,000 km",Diesel,Automatic,1st,"Vasant Kunj, Delhi, Delhi","₹ 53,75,000"
15,Datsun,RediGO,T Option,2017,"40,000 km",Petrol,Manual,1st,"Shantipuram, Visakhapatnam, Andhra Pradesh","₹ 2,79,999"
16,Mahindra,Xylo,2009-2011 E8 BS4,2010,"76,000 km",Diesel,Manual,-,"Sector 37D, Chandigarh, Chandigarh","₹ 2,95,000"
17,Skoda,Rapid,1.6 MPI AT Ambition,2014,"65,500 km",Petrol,Automatic,1st,"Vadsar, Vadodara, Gujarat","₹ 4,75,001"
18,Hyundai,i10,Sportz 1.2 KAPPA VTVT,2009,"79,000 km",CNG & Hybrids,Manual,1st,"PWD Colony, Rampur, Uttar Pradesh","₹ 1,65,000"
19,BMW,3 Series,320d Sport,2014,"70,000 km",Diesel,Automatic,1st,"Mahanagar, Lucknow, Uttar Pradesh","₹ 15,75,000"
20,Hyundai,Verna,Fluidic 1.6 VTVT SX,2016,"55,000 km",Petrol,Manual,1st,"Rohini Sector 2, Delhi, Delhi","₹ 6,70,000"
21,Chevrolet,Spark,1.0 LS,2007,"108,482 km",Petrol,Manual,2nd,"Andheri East, Mumbai, Maharashtra","₹ 98,000"
22,Hyundai,Creta,1.6 CRDi SX Option,2015,"110,000 km",Diesel,Manual,1st,"Poonamallee, Chennai, Tamil Nadu","₹ 9,50,000"
23,-,-,-,-,-,-,-,-,"Samudrapur, Maharashtra, India","₹ 25,000"
24,Volkswagen,Polo,2009-2013 Diesel Comfortline 1.2L,2012.0,"81,500 km",Diesel,Manual,1st,"Sector 9C, Chandigarh, Chandigarh","₹ 3,25,000"
25,Hyundai,Grand i10,2016-2017 Magna,2016,"38,445 km",Diesel,Manual,1st,"Satyasai Road, Indore, Madhya Pradesh","₹ 5,35,000"
26,Skoda,Octavia,2000-2010 Rider 1.9 TDI MT,2006,"110,000 km",Diesel,Manual,3rd,"Vytila, Kochi, Kerala","₹ 1,70,000"
27,Maruti Suzuki,Ciaz,2014-2017 ZDi,2017,"57,000 km",Diesel,Manual,1st,"Ranital Chowk, Jabalpur, Madhya Pradesh","₹ 7,45,000"
28,Maruti Suzuki,Swift Dzire Tour,LDI,2019,"59,000 km",Diesel,Manual,1st,"Nungambakkam, Chennai, Tamil Nadu","₹ 5,85,000"
29,Volkswagen,Polo,1.2 MPI Comfortline,2011,"57,425 km",Petrol,Manual,2nd,"Juhi Kalan, Kanpur, Uttar Pradesh","₹ 2,30,000"
30,Toyota,Fortuner,3.0 4x2 Automatic,2014,"158,000 km",Diesel,Automatic,1st,"Thavalakuzhy, Ettumanoor, Kerala","₹ 19,25,000"
31,Mahindra,Xylo,H4 BS IV,2019,1st,Diesel,"28,756 km",-,"Tambaram, Chennai, Tamil Nadu","₹ 8,92,000"
32,Hyundai,i20,1.4 Sportz,2010,"67,900 km",Petrol,Manual,1st,"Nagole, Hyderabad, Telangana","₹ 2,35,000"
33,Hyundai,EON,1.0 Era Plus,2013,"40,000 km",Petrol,Manual,1st,"Kodambakkam Zacharia Colony, Chennai, Tamil Nadu","₹ 2,90,000"
34,Chevrolet,Enjoy,1.4 LTZ 8,2014,"45,519 km",Petrol,Manual,1st,"Bondbag Village, Ponda, Goa","₹ 2,60,000"
35,Honda,Brio,1.2 S MT,2017,"65,000 km",Petrol,Manual,1st,"Satellite Anand Nagar, Ahmedabad, Gujarat","₹ 4,75,000"
36,iPhone,-,-,-,-,-,-,-,"Samudrapur, Maharashtra, India","₹ 13,499"
37,Hyundai,Santro Xing,GL,2009,"81,000 km",Petrol,Manual,3rd,"Basaveshvara Nagar, Bengaluru, Karnataka","₹ 2,10,000"
38,Maruti Suzuki,Vitara Brezza,ZDi Plus Dual Tone,2019,"54,250 km",Diesel,Manual,1st,"Varacha, Surat, Gujarat","₹ 8,90,000"
39,Volvo,XC90,Inscription Luxury,2016,"120,000 km",Diesel,Automatic,1st,"Sector 2A, Chandigarh, Chandigarh","₹ 39,50,000"
40,Ford,Fiesta,2010,"86,273 km",-,-,-,-,"Palarivattom, Kochi, Kerala","₹ 1,75,000"
41,Mahindra,Xylo,H4 BS IV,2019,"38,545 km",Diesel,Manual,1st,"Tambaram, Chennai, Tamil Nadu","₹ 8,92,000"
42,Ford,Ecosport,1.5 Diesel Titanium,2013,"77,834 km",Diesel,Manual,1st,"Pirwadi, Satara, Maharashtra","₹ 6,25,000"
43,Hyundai,Grand i10,2016-2017 Magna AT,2016,"32,000 km",CNG & Hybrids,Automatic,1st,"Mayur Vihar, Delhi, Delhi","₹ 5,75,000"
44,Audi,A4,"2.0 TDI (177bhp), Premium",2012,"70,000 km",Diesel,Automatic,1st,"Kalol INA, Kalol, Gujarat","₹ 12,75,000"
45,Hyundai,i20,2015-2017 Asta 1.4 CRDi,2017,"75,000 km",Diesel,Manual,1st,"Santosh Nagar, Hyderabad, Telangana","₹ 7,10,000"
46,Maruti Suzuki,Wagon R,VXI,2016,"15,812 km",Petrol,Manual,-,"Tunga Village, Mumbai, Maharashtra","₹ 3,75,000"
47,Mahindra,Quanto,C2,2012,"73,000 km",Diesel,Manual,1st,"Preet Vihar, Delhi, Delhi","₹ 2,60,000"
48,Toyota,Innova,2.5 G (Diesel) 8 Seater,2010,"85,000 km",Diesel,Manual,2nd,"Baroda Dairy Chowk, Vadodara, Gujarat","₹ 4,25,000"
49,Skoda,Rapid,1.6 MPI Active,2013,"62,000 km",Petrol,Manual,2nd,"UCIL Township, Jadugora, Jharkhand","₹ 3,25,000"
50,Honda,Brio,2016,Petrol,-,Manual,"36,992 km",-,"Balkampet, Hyderabad, Telangana","₹ 4,00,000"
51,Honda,City,2008-2011 1.5 S MT,2010,"72,452 km",Petrol,Manual,2nd,"Juhi Kalan, Kanpur, Uttar Pradesh","₹ 2,80,000"
52,Toyota,Camry,2002-2011 W2 (AT),2007,55 km,Petrol,Automatic,-,"Vyttila, Kochi, Kerala","₹ 30,000"
53,Hyundai,Grand i10,1.2 Kappa Magna,2015,"13,500 km",Petrol,Manual,1st,"Madhapur, Hyderabad, Telangana","₹ 5,45,000"
54,Maruti Suzuki,Swift Dzire,ZDI Plus ,2017,"75,000 km",Diesel,Manual,1st,"Mahanagar, Lucknow, Uttar Pradesh","₹ 7,50,000"
55,Maruti Suzuki,Alto,LXi,2011,"57,000 km",Petrol,Manual,1st,"Rajarampuri, Kolhapur, Maharashtra","₹ 1,95,000"
56,Audi,A6,2.0 TDI Premium Plus,2012,"70,000 km",Diesel,Automatic,1st,"Jawahar Nagar, Ludhiana, Punjab","₹ 14,70,000"
57,Hyundai,Santro Xing,GL,2011,"88,000 km",Petrol,Manual,2nd,"Dwarka, Delhi, Delhi","₹ 1,65,000"
58,Maruti Suzuki,Swift,2004-2010 Lxi BSIII,2006,"165,000 km",CNG & Hybrids,Automatic,3rd,"Mohan Ke Uttar 168, Guru Har Sahai, Punjab","₹ 1,05,000"
59,Renault,Duster,110PS Diesel RxZ AWD,2014,"126,000 km",Diesel,Manual,1st,"Bhiwandi Nizampur, Bhiwandi, Maharashtra","₹ 4,55,000"
60,Hyundai,i10,Magna,2010,"75,000 km",Petrol,Manual,3rd,"Lodhamandi, Haridwar, Uttaranchal","₹ 2,00,000"
61,Honda,City ZX,GXi,2008,"60,000 km",Petrol,Manual,2nd,"Banaras Hindu University, Varanasi, Uttar Pradesh","₹ 1,20,000"
62,Honda,Amaze,1.5 SMT I DTEC,2016,"45,000 km",Diesel,Manual,1st,"Naranpura, Ahmedabad, Gujarat","₹ 4,75,000"
63,Renault,KWID,1.0 RXT EDITION,2018,"19,999 km",Petrol,Manual,1st,"Edapally, Kochi, Kerala","₹ 3,25,000"
64,Hyundai,Grand i10,1.2 CRDi Sportz Option,2017,"82,957 km",Diesel,Manual,1st,"Chikalthana MIDC, Aurangabad, Maharashtra","₹ 5,00,000"
65,Maruti Suzuki,Vitara Brezza,ZDi AMT,2019,"7,500 km",Diesel,Automatic,1st,"Vijyant Khand, Lucknow, Uttar Pradesh","₹ 10,90,000"
66,Maruti Suzuki,Swift Dzire,Vdi BSIV,2013,"100,000 km",Diesel,Manual,1st,"Raja Park, Jaipur, Rajasthan","₹ 4,50,000"
67,Tata,Aria,2010-2013 Pleasure 4x2,2012,"99,492 km",Diesel,Manual,2nd,"Dahisar West, Mumbai, Maharashtra","₹ 2,84,000"
68,Maruti Suzuki,Wagon R,VXI,2015,"30,000 km",Petrol,Manual,1st,"Mayur Vihar, Delhi, Delhi","₹ 3,25,000"
69,Ford,Ecosport,1.5 Diesel Ambiente,2013,"113,000 km",Diesel,Manual,1st,"Thane West, Thane, Maharashtra","₹ 4,85,000"
70,Mahindra,Xylo,H4,2019,"76,002 km",Diesel,Manual,1st,"Porur, Chennai, Tamil Nadu","₹ 9,13,000"
71,Maruti Suzuki,Vitara Brezza,VDi AMT,2018,"21,000 km",Diesel,Automatic,1st,"Preet Vihar, Delhi, Delhi","₹ 8,80,000"
72,Hyundai,i10,1.1L iRDE Magna Special Edition,2009,"38,162 km",Petrol,Manual,1st,"Madurdaha, Kolkata, West Bengal","₹ 1,80,000"
73,Maruti Suzuki,Omni,E MPI STD BSIV,2017,"37,000 km",Petrol,Manual,1st,"Ayanavaram, Chennai, Tamil Nadu","₹ 2,75,000"
74,Volkswagen,Polo,1.5 TDI Highline,2015,"79,000 km",Diesel,Manual,2nd,"Navrangpura, Ahmedabad, Gujarat","₹ 4,50,000"
75,Jeep,Compass,2.0 Sport,2018,"31,000 km",Diesel,Manual,1st,"Karamana, Thiruvananthapuram, Kerala","₹ 15,00,000"
76,Skoda,Rapid,2013-2016 1.5 TDI Elegance,2014,"44,500 km",Diesel,Manual,2nd,"Naranpura, Ahmedabad, Gujarat","₹ 5,11,000"
77,Nissan,Sunny,XV,2015,"49,000 km",Petrol,Manual,1st,"Tilak Nagar, Delhi, Delhi","₹ 4,15,000"
78,Hyundai,Verna,2011-2014 1.6 SX VTVT (O),2013,"36,124 km",Petrol,Manual,1st,"Borivali West, Mumbai, Maharashtra","₹ 5,95,000"
79,Maruti Suzuki,Ciaz,2014-2017 ZXi Plus,2015,"68,000 km",Petrol,Manual,1st,"Shivaji Nagar, Pune, Maharashtra","₹ 6,50,000"
80,-,-,-,-,-,-,-,-,-,-
81,Honda,City,2015-2017 i VTEC V,2017,"89,000 km",Petrol,Manual,1st,"Navrangpura, Ahmedabad, Gujarat","₹ 7,90,000"
82,Toyota,Innova,2.5 V 8 STR,2009,"79,000 km",Diesel,Manual,2nd,"Kalol INA, Kalol, Gujarat","₹ 5,75,000"
83,BMW,5 Series,520d Luxury Line,2017,"35,000 km",Diesel,Automatic,1st,"Kottivakkam, Chennai, Tamil Nadu","₹ 42,00,000"
84,Toyota,Fortuner,2011-2016 4x2 MT TRD Sportivo,2012,"175,000 km",Diesel,Manual,2nd,"Rajaji Nagar, Bengaluru, Karnataka","₹ 12,90,000"
85,Fiat,Punto,Punto Emotion Pack 1.3,2010,"64,000 km",Petrol,Manual,1st,"JP Nagar Phase 7, Bengaluru, Karnataka","₹ 1,50,000"
86,Maruti Suzuki,Ertiga,LDI,2009,"80,313 km",Diesel,Manual,1st,"Chembur, Mumbai, Maharashtra","₹ 2,50,000"
87,Maruti Suzuki,Ciaz,1.4 AT Delta,2020,"5,000 km",Petrol,Automatic,1st,"Sector 37, Gurgaon, Haryana","₹ 10,45,000"
88,Datsun,RediGO,AMT 1.0 S,2018,"23,000 km",Petrol,Automatic,1st,"Erayikadavu, Kottayam, Kerala","₹ 3,38,000"
89,Audi,Q5,2.0 TFSI quattro Premium,2009,"62,000 km",Petrol,Automatic,3rd,"Deonar, Mumbai, Maharashtra","₹ 10,00,000"
90,Hyundai,i20,2010,Petrol,-,Manual,"84,400 km",-,"T Nagar, Chennai, Tamil Nadu","₹ 3,10,000"
91,Skoda,Rapid,1.6 MPI Active,2014,"92,000 km",Diesel,Manual,2nd,"Melkar, Narikombu, Karnataka","₹ 4,70,000"
92,Ford,Figo,2010-2012 Diesel Titanium,2010,"188,000 km",Diesel,Manual,2nd,"Kannankurichi, Salem, Tamil Nadu","₹ 2,35,000"
93,Chevrolet,Enjoy,2013-2015 TCDi LS 8 Seater,2014,"77,000 km",Diesel,Manual,1st,"Allauddin Basthi, Hyderabad, Telangana","₹ 4,10,000"
94,Maruti Suzuki,Celerio,ZXI AMT,2015,"35,153 km",Petrol,Automatic,-,"Lavakusha Nagar, Bengaluru, Karnataka","₹ 4,75,000"
95,Nissan,Sunny,XV,2014,"46,000 km",Petrol,Manual,1st,"Aranattukara, Thrissur, Kerala","₹ 4,75,000"
96,Chevrolet,Captiva,LTZ AWD Automatic,2012,"83,000 km",Diesel,Automatic,1st,"Bhakti Nagar, Aurangabad, Maharashtra","₹ 5,50,000"
97,Volkswagen,Polo,1.2 MPI Highline,2017,"80,000 km",Petrol,Manual,1st,"Thiruvannur, Kozhikode, Kerala","₹ 6,65,000"
98,Maruti Suzuki,Vitara Brezza,ZDi,2017,"85,000 km",Diesel,Manual,1st,"Venkata Ramana Colony, Kurnool, Andhra Pradesh","₹ 8,25,000"
99,Toyota,Innova Crysta,2.8Z Automatic,2018,"36,523 km",Diesel,Automatic,1st,"Malad West, Mumbai, Maharashtra","₹ 21,50,000"
100,Maruti Suzuki,Swift,2011-2014 VDI,2013,"80,000 km",Diesel,Manual,1st,"Banasar Bagh, Sangrur, Punjab","₹ 3,70,000"
101,Honda,City ZX,GXi,2007,"141,000 km",Petrol,Manual,2nd,"Vrindavan Colony, Jagdalpur, Chhattisgarh","₹ 2,90,000"
102,Chevrolet,Beat,Diesel LS,2012,"72,000 km",Diesel,Manual,2nd,"Aalinchuvadu, Tirur, Kerala","₹ 1,20,000"
103,Honda,City,2014-2015 i DTEC SV,2014,"53,000 km",Diesel,Manual,1st,"Off SG Highway, Ahmedabad, Gujarat","₹ 5,50,000"
104,MG,Hector,Sharp AT,2019,"20,000 km",Petrol,Automatic,1st,"Kapodra Chowk, Surat, Gujarat","₹ 17,50,000"
105,Toyota,Camry,2002-2011 W3 (MT),2008,-,55 km,-,-,"Vyttila, Kochi, Kerala","₹ 15,000"
106,Toyota,Etios Liva,2011-2012 GD,2013,"56,321 km",Diesel,Manual,1st,"Rabindra Nagar, Siliguri, West Bengal","₹ 2,49,101"
107,Maruti Suzuki,Ignis,1.3 Alpha,2017,"49,500 km",Diesel,Manual,2nd,"Vijyant Khand, Lucknow, Uttar Pradesh","₹ 5,90,000"
108,Maruti Suzuki,Omni,8 Seater BSIV,2016,"67,000 km",Petrol,Manual,2nd,"Ayodya Nagar, Bengaluru, Karnataka","₹ 2,85,000"
109,Maruti Suzuki,Ritz,VDi,2013,"59,000 km",Diesel,Manual,1st,"Kalol INA, Kalol, Gujarat","₹ 3,25,000"
110,Hyundai,Creta,1.6 SX Automatic,2018,"7,000 km",Petrol,Automatic,1st,"Bandra West, Mumbai, Maharashtra","₹ 15,00,000"
111,Maruti Suzuki,Zen,LX,2004,"100,000 km",Petrol,Manual,2nd,"Barra, Sirhind Fatehgarh Sahib, Punjab","₹ 80,000"
112,Hyundai,Elite i20,Sportz 1.2 OPT,2018,"40,000 km",Petrol,Manual,1st,"Pandara, Bhubaneshwar, Odisha","₹ 5,80,000"
113,Tata,Indigo Ecs,eCS GLX,2012,"59,000 km",Diesel,Manual,1st,"Kalol INA, Kalol, Gujarat","₹ 1,90,000"
114,Maruti Suzuki,Ciaz,2014-2017 VDi Plus SHVS,2016,"23,000 km",Diesel,Manual,1st,"Andheri West, Mumbai, Maharashtra","₹ 6,99,000"
115,Toyota,Etios,Etios G SP*,2011,"78,500 km",Petrol,Manual,1st,"Sector 61, Chandigarh, Chandigarh","₹ 3,25,000"
116,Skoda,Laura,Laura Ambition 2.0 TDI CR MT,2008,"159,979 km",Diesel,Manual,3rd,"Ajmer Road, Jaipur, Rajasthan","₹ 3,25,000"
117,BMW,5 Series,530i,2008,"59,000 km",Petrol,Automatic,1st,"Vikaspuri, Delhi, Delhi","₹ 5,85,000"
118,-,-,-,-,-,-,-,-,-,-
119,Mahindra,XUV500,2011-2015 W6 2WD,2014,"64,000 km",Diesel,Manual,1st,"Rohini, Delhi, Delhi","₹ 6,40,000"
120,Mahindra,Xylo,H4,2019,"27,852 km",Diesel,Manual,1st,"Chennai Air Port, Chennai, Tamil Nadu","₹ 9,12,000"
121,Hyundai,Creta,1.6 SX,2015,"74,237 km",Diesel,Manual,-,"Dwarka, Delhi, Delhi","₹ 7,55,000"
122,Maruti Suzuki,Swift,VDI BS IV,2017,"39,000 km",Diesel,Manual,1st,"Kalyan, Thane, Maharashtra","₹ 7,50,000"
123,Toyota,Corolla Altis,2013-2017 VL AT,2014,"65,300 km",Petrol,Automatic,1st,"Thane West, Thane, Maharashtra","₹ 8,99,000"
124,Maruti Suzuki,Swift Dzire Tour,LDI,2016,"97,000 km",Diesel,Manual,1st,"Hosakerehalli, Bengaluru, Karnataka","₹ 2,90,000"
125,Volvo,V40,D3 R Design,2015,"40,000 km",Diesel,Automatic,2nd,"Nagawara, Bengaluru, Karnataka","₹ 16,45,000"
126,Hyundai,Elite i20,Magna 1.4 CRDI,2015,"110,000 km",Diesel,Manual,1st,"Padivattom, Kochi, Kerala","₹ 5,10,000"
127,-,-,-,-,-,-,-,-,"Samudrapur, Maharashtra, India","₹ 6,600"
128,Ford,Ecosport,1.5 TDCi Titanium Plus,2013,"83,000 km",Diesel,Manual,1st,"Limbodi, Indore, Madhya Pradesh","₹ 6,25,000"
129,BMW,5 Series,520d,2009,"70,000 km",Diesel,Automatic,2nd,"Shivanand Colony, Coimbatore, Tamil Nadu","₹ 12,25,000"
130,Volkswagen,Ameo,1.2 MPI Highline,2018,"44,000 km",Petrol,Manual,1st,"Laxmi Nagar, Delhi, Delhi","₹ 5,40,000"
131,Renault,KWID,1.0 RXT,2018,"33,000 km",Petrol,Manual,1st,"Attapur, Hyderabad, Telangana","₹ 3,70,000"
132,Maruti Suzuki,Wagon R,2010-2012 LXI BS IV,2011,"72,455 km",Petrol,Manual,2nd,"Juhi Kalan, Kanpur, Uttar Pradesh","₹ 2,00,000"
133,Mahindra,eKUV100,Others,2016,"210,000 km",Diesel,Manual,1st,"Benzco, Vijayawada, Andhra Pradesh","₹ 3,00,000"
134,Maruti Suzuki,Swift Dzire,Regal,2014,"60,000 km",Diesel,Automatic,1st,"Sector 11, Faridabad, Haryana","₹ 4,10,000"
135,Hyundai,Fluidic Verna,1.6 CRDi SX,2012,"90,000 km",Diesel,Manual,2nd,"Karthikeya Nagar Nacharam, Hyderabad, Telangana","₹ 4,35,000"
136,Maruti Suzuki,Wagon R,VXI Opt,2018,"29,000 km",Petrol,Manual,1st,"Jaman Nagar, Jaipur, Rajasthan","₹ 4,75,000"
137,Other Brands,Others,2020,"13,800 km",-,-,-,-,"LB Nagar, Hyderabad, Telangana","₹ 1,68,000"
138,Maruti Suzuki,Celerio,VXI MT,2019,"13,600 km",Petrol,Manual,1st,"Grain Market, Pundri, Haryana","₹ 4,00,000"
139,-,-,-,-,-,-,-,-,"Samudrapur, Maharashtra, India",₹ 550
140,Hyundai,Creta,1.4 E Plus Diesel,2020,"23,000 km",Diesel,Manual,1st,"Tilak Nagar, Delhi, Delhi","₹ 10,52,000"
141,Hyundai,Elite i20,Sportz 1.2,2017,"20,000 km",Petrol,Manual,2nd,"serampore, Hooghly, West Bengal","₹ 5,15,000"
142,Hyundai,Elite i20,Sportz (O) 1.2,2017,"27,000 km",Petrol,Manual,1st,"Laxmi Nagar, Delhi, Delhi","₹ 5,85,000"
143,Ford,Figo,2010-2012 Diesel ZXI,2010,"90,000 km",Diesel,Manual,2nd,"Benzco, Vijayawada, Andhra Pradesh","₹ 2,10,000"
144,Bajaj,Others,Others,2011,"50,000 km",Petrol,Manual,3rd,"Pothencode, Thiruvananthapuram, Kerala","₹ 29,000"
145,Mahindra,Bolero,DI NON AC BS III White,2014,"94,000 km",Diesel,Manual,1st,"Jalgaon Krishi Utpan Bazar Samity, Jalgaon, Maharashtra","₹ 5,25,000"
146,Hyundai,i10,Sportz 1.2 KAPPA VTVT,2011,"72,531 km",Petrol,Manual,1st,"Sector 60 Phase 3B2, Mohali, Punjab","₹ 2,62,000"
147,Houses & Villas,1,1,2000,2,1000,Yes,3+,"Sant Dynaneswar Ward, Hinganghat, Maharashtra","₹ 1,000"
148,Hyundai,i20 Active,1.4 SX,2015,"106,000 km",Diesel,Manual,1st,"Suchitra Road, Hyderabad, Telangana","₹ 5,90,000"
149,Tata,Nano,2012-2015 LX SE,2014,1st,Petrol,"45,252 km",-,"Ekta Colony, Durg, Chhattisgarh","₹ 80,000"
150,Ford,Figo,Titanium Diesel,2012,"62,000 km",Diesel,Manual,2nd,"Domlur, Bengaluru, Karnataka","₹ 3,55,000"
151,Mahindra,Bolero,SLX BS IV,2015,"49,875 km",Diesel,Manual,1st,"Juhi Kalan, Kanpur, Uttar Pradesh","₹ 5,95,000"
152,Hyundai,Fluidic Verna,1.6 CRDi SX,2012,"83,000 km",Diesel,Manual,1st,"Thindal Malai, Erode, Tamil Nadu","₹ 5,20,000"
153,Maruti Suzuki,Swift,VDI,2016,"84,469 km",Diesel,Manual,-,"DLF City, Gurgaon, Haryana","₹ 4,15,000"
154,Toyota,Fortuner,2009-2011 3.0 Diesel,2012,"75,000 km",Diesel,Manual,1st,"Subhash Nagar, Dehradun, Uttaranchal","₹ 12,70,000"
155,Maruti Suzuki,Wagon R,VXI,2014,"60,000 km",Petrol,Manual,1st,"Atladra Padra Road, Vadodara, Gujarat","₹ 3,25,000"
156,Tata,Safari,DICOR 2.2 EX 4x2,2007,"110,000 km",Diesel,Manual,1st,"Lila Bhawan, Patiala, Punjab","₹ 1,70,000"
157,Honda,City,i-VTEC CVT ZX,2017,"48,995 km",Petrol,Automatic,1st,"Kanjurmarg East, Mumbai, Maharashtra","₹ 9,59,700"
158,Ford,Ecosport,2016,Diesel,-,Manual,"85,468 km",-,"Lavakusha Nagar, Bengaluru, Karnataka","₹ 7,50,000"
159,-,-,-,-,-,-,-,-,-,-
160,BMW,8 Series,Others,2020,-,666 km,-,-,"Malappuram Up Hill, Malappuram, Kerala","₹ 5,00,000"
161,Tata,Indigo,1.4 GLS BSIII,2005,"45,000 km",CNG & Hybrids,Manual,2nd,"Bhalwahi, Koeripur, Uttar Pradesh","₹ 65,000"
162,Honda,City,1997-2006 1.5 EXI,2006,"83,577 km",Petrol,Manual,2nd,"Radha Krishna Nagar, Mumbai, Maharashtra","₹ 1,55,000"
